review,rating,date,bank,source
"The Dashen Bank Super App has truly elevated my mobile banking experience. It's fast, user-friendly, and packed with all the essential features. The interface is clean and intuitive, making navigation easy even for first-time users. I also appreciate the added security features that give me peace of mind while banking on the go. Dashen Bank has done an amazing job with this app—it’s reliable, efficient, and always improving. Highly recommended for anyone looking for seamless digital banking!",5,2025-04-21,Dashen,Google Play Store
A fantastic product!! keep the good work.,5,2025-04-21,Dashen,Google Play Store
"I am very impressed with the Dashen super app. It is user-friendly and operates efficiently. The budget and chatbot features are impressive, and all items can be purchased with just three clicks.",5,2025-04-21,Dashen,Google Play Store
"The Dashen Super App offers a quick and user-friendly experience, bringing together a variety of services, like budgeting, payments, airtime recharges, and more, all in one convenient platform. Its sleek design and intuitive navigation ensure effortless transactions. It's evident that Dashen Bank has carefully crafted the app to make everyday financial activities easier. A great choice for anyone aiming to streamline their digital routines!",5,2025-04-21,Dashen,Google Play Store
Dashen supper App is the most useful app for our customers,5,2025-04-21,Dashen,Google Play Store
it is the most amazing mobile app,5,2025-04-21,Dashen,Google Play Store
A Good and fast supper app thanks for dashen bank,5,2025-04-21,Dashen,Google Play Store
"Dear Users of the Dashen Bank Super App,I have been using the Dashen Bank Super App for a while now, and I must say—it’s truly a game-changer! The app is incredibly fast and reliable; I’ve never encountered any delays with my transactions. One feature I absolutely love is Chat Banking. It makes everyday tasks like checking my balance or transferring money as simple as sending a quick message. Also, the budgeting tool has been a huge help in tracking my spending and giving me a clearer",5,2025-04-21,Dashen,Google Play Store
Too best,1,2025-04-21,Dashen,Google Play Store
"Dashen Bank Super Up,use the app and makes your easy,fast,convinent.",5,2025-04-21,Dashen,Google Play Store
To join digital world use supper app and make your life easy,5,2025-04-21,Dashen,Google Play Store
best mobile banking application,5,2025-04-21,Dashen,Google Play Store
"This banking superapp is incredibly well designed. The design and appearance of the app and the overall experience I have when using the app is fantastic. The app is packed with features from banking to e-commerce all in one place.It even has a budget setting option which is super useful for managing my money. Everything runs smoothly and I love how convenient it has made my daily life. Huge Kudos to Dashen Bank. You are truly living up to the motto ''Always one step ahead."" Keep it up!",5,2025-04-21,Dashen,Google Play Store
I was really amazed by the idea of an e-commerce service on a banking app. This is what it means to be one step ahead. Please include all kinds of products in there as soon as possible.,5,2025-04-21,Dashen,Google Play Store
this is what we expect to get service Dashen Bank always like his slogan,5,2025-04-21,Dashen,Google Play Store
"Dashen SupApp is the most contemporary application, offering a great experience by enabling users to perform multiple tasks through a single platform—such as chatting with friends, transferring money, paying bills, and more. It is the first app of its kind in the Ethiopian banking industry, making it a remarkable opportunity for entrepreneurs working in app-based sales and software marketing. Good job, Dashen Bank!",5,2025-04-21,Dashen,Google Play Store
Dashen Super App gives me an amazing convenience and makes life easy.,5,2025-04-21,Dashen,Google Play Store
excellent mobile banking app,5,2025-04-21,Dashen,Google Play Store
Wow! like his name Super App...,5,2025-04-21,Dashen,Google Play Store
Dashen supper app is the most special. ይምቾቱ ይለያያል!!!!,5,2025-04-21,Dashen,Google Play Store
convenient and fast,5,2025-04-21,Dashen,Google Play Store
Best- in-class app.,5,2025-04-21,Dashen,Google Play Store
I really like this amazing application and Dashen Supper app that has made my life easier.,5,2025-04-21,Dashen,Google Play Store
Superb,5,2025-04-21,Dashen,Google Play Store
"amazing features, faster and easy to use",5,2025-04-21,Dashen,Google Play Store
"The Dashen Super App offers a modern, user-friendly experience that leverages the latest technological advancements to deliver a seamless e-commerce platform",5,2025-04-21,Dashen,Google Play Store
Best App!,5,2025-04-21,Dashen,Google Play Store
I love it. one of the best mobile banking app in the banking industry,5,2025-04-21,Dashen,Google Play Store
I love this app,5,2025-04-21,Dashen,Google Play Store
no working for me hulum information asgebiche continue or accept yemilew button ayeseram my phone is Samsung A51,1,2025-04-21,Dashen,Google Play Store
waw no idea the best app.,5,2025-04-19,Dashen,Google Play Store
fast best app,5,2025-04-18,Dashen,Google Play Store
Nice App,5,2025-04-18,Dashen,Google Play Store
nice app ever,5,2025-04-17,Dashen,Google Play Store
"Feature-rich? Absolutely. But the speed? Painfully slow. Seriously, is it communicating with a server on Mars or something?",5,2025-04-16,Dashen,Google Play Store
nic app,5,2025-04-16,Dashen,Google Play Store
"The Dashen Super App delivers a remarkably fast, highly secure, and exceptionally user-friendly experience, establishing it as a leading application in its category.keep it up and stay ahead Dashen Bank.",5,2025-04-14,Dashen,Google Play Store
So far so good! their in person customer service is amazing 👏,5,2025-04-14,Dashen,Google Play Store
The app is very backward and doesn't always work. If it works three hours out of 24 hours it's great!😥,1,2025-04-14,Dashen,Google Play Store
ምርጫዬ ነው,5,2025-04-13,Dashen,Google Play Store
It's bad for the connection and too many days are it that not working,1,2025-04-12,Dashen,Google Play Store
it's samart,5,2025-04-10,Dashen,Google Play Store
"The app is not working properly, I have been using it.",1,2025-04-10,Dashen,Google Play Store
it is very good app,5,2025-04-10,Dashen,Google Play Store
"I had a disappointing experience with Dashen Bank's Super Up service. The app is very slow and takes forever to load during transactions, which is incredibly frustrating. Additionally, it doesn't generate receipts for any transactions, making it difficult to keep track of my expenses. I also reached out to customer support, but the response time was longer than expected. Overall, I was hoping for a better experience, but I find the service lacking and in need of improvement.",2,2025-04-09,Dashen,Google Play Store
slow cumbersome,3,2025-04-08,Dashen,Google Play Store
Is really 💀,2,2025-04-08,Dashen,Google Play Store
It's slow to send OTP. it's not reliable. It crushed many times. It needs improvement in many ways,1,2025-04-07,Dashen,Google Play Store
"This is the worst mobile banking experience I’ve ever had. It doesn’t work when you need it, and it randomly updates itself without warning. You can’t make transactions whenever you want. It’s a nightmare for anyone who relies on this as their main banking option, especially those with a lot of money in their account. I’m lucky I’m not one of them, but still, it’s infuriating not being able to access your money when you need it.""l",1,2025-04-07,Dashen,Google Play Store
"I have experienced on using the app of Banks in Ethiopia, this Dashen sup is like old version of the applications for using. I gave 3 star for it's very low speed while login and processing",3,2025-04-07,Dashen,Google Play Store
proud by dashen bank,5,2025-04-06,Dashen,Google Play Store
This app is not working unless you turn off developer mode on your phone. So it takes your rights to just use it.,2,2025-04-04,Dashen,Google Play Store
real super up,5,2025-04-04,Dashen,Google Play Store
it's very disappointing fix it as soon as possible not expected from dashin bank fix it,1,2025-04-04,Dashen,Google Play Store
why dashen bank workers hidden my ATM Card 🏧?it's a big problem to me,5,2025-04-04,Dashen,Google Play Store
tanku,5,2025-04-04,Dashen,Google Play Store
goood,5,2025-04-02,Dashen,Google Play Store
why does it ask me for both pin and opt even the opt is touch let alone both,2,2025-04-02,Dashen,Google Play Store
it is best app easy to use,5,2025-04-01,Dashen,Google Play Store
It is very easy to use and powerful application.,3,2025-04-01,Dashen,Google Play Store
this apps have a good feature but but some features like developer mode turn off irritate user,3,2025-03-31,Dashen,Google Play Store
"This is not only a mobile banking app, it is beyond that. We will access our account easily, we are able to get many information easily here. i.e. exchage rate. We are able to chat with others, we are able to budget, we are able to transfer to other bank and within Dashen. we are able to access many accounts in a single app, we are able to pay bills in QR scan, we are able to make payments and order delivery items here in a single app. #Always one step ahead.",5,2025-03-31,Dashen,Google Play Store
wallahi very fantastic Bank,5,2025-03-31,Dashen,Google Play Store
"Waw, It's amazing app. thank you Dashen Bank.",5,2025-03-31,Dashen,Google Play Store
"I’ve been using the Dashen Bank Super App for a while now, and it’s been a game-changer. The app is super fast and reliable—I’ve never had an issue with transactions being delayed. One of my favorite features is the chat banking, which makes it so easy to do things like check my balance or transfer money just by typing a quick message. The budgeting tool is also really useful. It helps me keep track of my spending and gives me a clear picture of where",5,2025-03-28,Dashen,Google Play Store
Very good app that like it too. B/c it is very fast and easy to use.,5,2025-03-26,Dashen,Google Play Store
best experiences,5,2025-03-26,Dashen,Google Play Store
too slow to use.,1,2025-03-26,Dashen,Google Play Store
